step	op	A_coord	B_coord
16388	GAP_A	NA	4055117
16389	GAP_A	NA	4055689
16390	GAP_A	NA	4055917
16393	GAP_B	3249172	NA
16403	GAP_B	3251868	NA
16417	GAP_A	NA	4062662
16428	GAP_B	3258374	NA
16442	GAP_A	NA	4067631
16453	GAP_A	NA	4068830
16454	GAP_A	NA	4069435
16455	GAP_B	3261985	NA
16473	GAP_A	NA	4075712
16474	GAP_B	3268867	NA
16495	GAP_B	3276060	NA
16507	GAP_A	NA	4084783
16523	GAP_A	NA	4087283
16524	GAP_A	NA	4087855
16525	GAP_A	NA	4087859
16526	GAP_A	NA	4088004
16527	GAP_A	NA	4088144
16528	GAP_A	NA	4089079
16557	GAP_A	NA	4092660
16570	GAP_A	NA	4095609
16572	GAP_B	3286935	NA
16576	GAP_A	NA	4097325
16590	GAP_A	NA	4100002
16591	GAP_A	NA	4101674
16592	GAP_B	3291246	NA
16594	GAP_B	3292993	NA
16603	GAP_A	NA	4104085
16643	GAP_B	3303537	NA
16654	GAP_B	3306543	NA
16670	GAP_A	NA	4119036
16690	GAP_B	3312411	NA
16697	GAP_A	NA	4123403
16715	GAP_B	3316787	NA
16728	GAP_B	3318240	NA
16832	GAP_B	3342358	NA
16843	GAP_B	3343475	NA
16865	GAP_A	NA	4157043
16870	GAP_A	NA	4158599
16901	GAP_B	3357708	NA
16902	GAP_B	3357783	NA
16913	GAP_B	3360544	NA
16914	GAP_B	3361027	NA
16915	GAP_B	3361894	NA
16916	GAP_B	3362249	NA
16917	GAP_B	3362483	NA
16918	GAP_B	3362497	NA
16919	GAP_B	3362899	NA
16920	GAP_B	3362929	NA
16921	GAP_B	3363064	NA
16922	GAP_B	3363210	NA
16923	GAP_B	3363229	NA
16924	GAP_B	3363454	NA
16925	GAP_B	3363709	NA
16926	GAP_B	3364100	NA
16927	GAP_B	3364105	NA
16928	GAP_B	3364153	NA
16929	GAP_B	3364366	NA
16930	GAP_B	3364403	NA
16931	GAP_B	3364438	NA
16932	GAP_B	3364516	NA
16933	GAP_B	3364657	NA
16934	GAP_B	3364830	NA
16935	GAP_B	3364884	NA
16936	GAP_B	3365367	NA
16937	GAP_B	3365456	NA
16938	GAP_B	3365708	NA
16939	GAP_B	3365959	NA
16940	GAP_B	3366198	NA
16941	GAP_B	3366718	NA
16942	GAP_B	3367474	NA
16971	GAP_A	NA	4175988
16978	GAP_A	NA	4176328
16999	GAP_A	NA	4183278
17048	GAP_B	3390124	NA
17059	GAP_A	NA	4193831
17064	GAP_B	3391956	NA
17065	GAP_B	3392507	NA
17066	GAP_B	3393701	NA
17067	GAP_B	3393875	NA
17069	GAP_A	NA	4194685
17125	GAP_A	NA	4210696
17147	GAP_B	3411735	NA
17168	GAP_B	3415665	NA
17172	GAP_B	3416635	NA
17176	GAP_B	3416999	NA
17178	GAP_B	3417860	NA
17192	GAP_B	3420786	NA
17196	GAP_B	3421467	NA
17208	GAP_B	3422810	NA
17211	GAP_A	NA	4226613
17239	GAP_B	3432097	NA
17247	GAP_A	NA	4236409
17248	GAP_A	NA	4236684
17249	GAP_B	3434175	NA
17263	GAP_A	NA	4239759
17293	GAP_A	NA	4245797
17350	GAP_B	3454372	NA
17351	GAP_B	3454389	NA
17352	GAP_B	3454452	NA
17353	GAP_B	3454815	NA
17354	GAP_B	3454869	NA
17355	GAP_B	3454986	NA
17357	GAP_B	3455046	NA
17358	GAP_B	3455209	NA
17359	GAP_B	3455717	NA
17360	GAP_B	3456218	NA
17362	GAP_B	3456534	NA
17363	GAP_B	3456625	NA
17364	GAP_B	3456645	NA
17365	GAP_B	3456985	NA
17366	GAP_B	3457578	NA
17367	GAP_B	3458229	NA
17368	GAP_B	3458578	NA
17369	GAP_B	3458590	NA
17370	GAP_B	3458629	NA
17371	GAP_B	3458670	NA
17372	GAP_B	3458748	NA
17373	GAP_B	3459169	NA
17374	GAP_B	3459621	NA
17375	GAP_B	3459866	NA
17376	GAP_B	3459980	NA
17377	GAP_B	3460307	NA
17378	GAP_B	3460892	NA
17379	GAP_B	3460946	NA
17380	GAP_B	3461075	NA
17382	GAP_B	3461376	NA
17383	GAP_B	3461944	NA
17384	GAP_B	3462523	NA
17385	GAP_B	3462613	NA
17386	GAP_B	3462721	NA
17387	GAP_B	3463331	NA
17388	GAP_B	3463351	NA
17389	GAP_B	3463914	NA
17390	GAP_B	3464029	NA
17391	GAP_B	3464053	NA
17392	GAP_B	3464085	NA
17393	GAP_B	3464740	NA
17394	GAP_B	3464790	NA
17396	GAP_B	3465040	NA
17397	GAP_B	3465125	NA
17398	GAP_B	3465258	NA
17400	GAP_B	3466207	NA
17401	GAP_B	3466263	NA
17402	GAP_B	3466307	NA
17403	GAP_B	3466454	NA
17404	GAP_B	3466556	NA
17405	GAP_B	3467734	NA
17406	GAP_B	3467818	NA
17407	GAP_B	3468046	NA
17408	GAP_B	3468053	NA
17409	GAP_B	3468436	NA
17410	GAP_B	3468535	NA
17411	GAP_B	3468925	NA
17459	GAP_A	NA	4267186
17460	GAP_A	NA	4267252
17517	GAP_B	3493493	NA
17525	GAP_B	3495209	NA
17533	GAP_B	3496182	NA
17543	GAP_A	NA	4285744
17560	GAP_B	3501477	NA
17568	GAP_B	3502768	NA
17570	GAP_B	3503427	NA
17571	GAP_B	3504152	NA
17572	GAP_B	3504245	NA
17573	GAP_B	3504365	NA
17574	GAP_B	3504494	NA
17575	GAP_B	3504696	NA
17576	GAP_B	3505339	NA
17579	GAP_B	3506571	NA
17580	GAP_B	3506748	NA
17581	GAP_B	3506856	NA
17582	GAP_B	3507012	NA
17584	GAP_B	3507231	NA
17585	GAP_B	3507329	NA
17587	GAP_B	3507986	NA
17588	GAP_B	3507990	NA
17589	GAP_B	3508025	NA
17590	GAP_B	3508055	NA
17592	GAP_B	3508212	NA
17593	GAP_B	3508224	NA
17595	GAP_B	3508496	NA
17596	GAP_B	3508535	NA
17597	GAP_B	3508577	NA
17598	GAP_B	3508718	NA
17600	GAP_B	3508798	NA
17602	GAP_B	3509428	NA
17605	GAP_B	3510867	NA
17606	GAP_B	3510877	NA
17607	GAP_B	3510898	NA
17608	GAP_B	3511587	NA
17609	GAP_B	3511654	NA
17610	GAP_B	3511710	NA
17611	GAP_B	3511764	NA
17612	GAP_B	3513001	NA
17639	GAP_A	NA	4298161
17652	GAP_B	3522685	NA
17664	GAP_B	3525150	NA
17684	GAP_A	NA	4307164
17697	GAP_A	NA	4310297
17735	GAP_A	NA	4318038
17744	GAP_A	NA	4318924
17750	GAP_B	3541120	NA
17753	GAP_A	NA	4320993
17758	GAP_A	NA	4322986
17759	GAP_A	NA	4323266
17760	GAP_B	3543589	NA
17779	GAP_A	NA	4328277
17780	GAP_A	NA	4328538
17781	GAP_A	NA	4328861
17782	GAP_B	3548947	NA
17817	GAP_A	NA	4334903
17820	GAP_A	NA	4335734
17833	GAP_B	3558863	NA
17860	GAP_B	3563320	NA
17863	GAP_A	NA	4343701
17864	GAP_A	NA	4344058
17865	GAP_A	NA	4344845
17867	GAP_A	NA	4345861
17868	GAP_A	NA	4345939
17869	GAP_A	NA	4345947
17897	GAP_A	NA	4351548
17917	GAP_A	NA	4354490
17921	GAP_B	3572380	NA
17933	GAP_A	NA	4358136
17935	GAP_A	NA	4359027
17936	GAP_A	NA	4359645
17938	GAP_A	NA	4360442
17939	GAP_A	NA	4361636
17942	GAP_A	NA	4362122
17943	GAP_A	NA	4362622
17952	GAP_A	NA	4364213
17953	GAP_A	NA	4364454
17954	GAP_A	NA	4364773
17955	GAP_B	3577737	NA
17958	GAP_A	NA	4365518
17965	GAP_A	NA	4366626
17973	GAP_B	3581476	NA
17975	GAP_B	3582495	NA
17976	GAP_B	3583364	NA
17980	GAP_B	3585727	NA
17985	GAP_A	NA	4371399
17986	GAP_A	NA	4371919
17987	GAP_B	3586435	NA
17988	GAP_B	3587963	NA
17993	GAP_A	NA	4373836
17995	GAP_B	3588991	NA
18013	GAP_A	NA	4376694
18014	GAP_B	3591811	NA
18016	GAP_B	3592821	NA
18040	GAP_A	NA	4384001
18041	GAP_A	NA	4384302
18042	GAP_A	NA	4384551
18045	GAP_A	NA	4384842
18060	GAP_B	3602031	NA
18070	GAP_A	NA	4391915
18071	GAP_B	3605444	NA
18072	GAP_B	3606352	NA
18082	GAP_A	NA	4395914
18083	GAP_A	NA	4395929
18094	GAP_A	NA	4398553
18095	GAP_A	NA	4399842
18096	GAP_A	NA	4399980
18097	GAP_A	NA	4400345
18098	GAP_A	NA	4400693
18099	GAP_A	NA	4400843
18100	GAP_A	NA	4400900
18101	GAP_A	NA	4402336
18102	GAP_A	NA	4403168
18103	GAP_A	NA	4403207
18104	GAP_A	NA	4403355
18105	GAP_A	NA	4403931
18107	GAP_A	NA	4405359
18108	GAP_A	NA	4405622
18109	GAP_A	NA	4406062
18110	GAP_A	NA	4406708
18111	GAP_A	NA	4407203
18112	GAP_A	NA	4407320
18113	GAP_A	NA	4407793
18114	GAP_A	NA	4407825
18115	GAP_A	NA	4407841
18116	GAP_A	NA	4407862
18117	GAP_A	NA	4407881
18118	GAP_A	NA	4407900
18119	GAP_A	NA	4407928
18120	GAP_A	NA	4407987
18121	GAP_A	NA	4408078
18122	GAP_A	NA	4408195
18123	GAP_A	NA	4408249
18124	GAP_A	NA	4408390
18125	GAP_A	NA	4408729
18126	GAP_A	NA	4408787
18127	GAP_A	NA	4408877
18128	GAP_A	NA	4408923
18129	GAP_A	NA	4408957
18130	GAP_A	NA	4408985
18131	GAP_A	NA	4409741
18132	GAP_A	NA	4409972
18133	GAP_A	NA	4410158
18134	GAP_A	NA	4410460
18135	GAP_A	NA	4410621
18136	GAP_A	NA	4410850
18137	GAP_A	NA	4411231
18138	GAP_A	NA	4411414
18139	GAP_A	NA	4411438
18140	GAP_A	NA	4411604
18141	GAP_A	NA	4411975
18142	GAP_A	NA	4412069
18143	GAP_A	NA	4412249
18144	GAP_A	NA	4412308
18145	GAP_A	NA	4412719
18146	GAP_A	NA	4413101
18147	GAP_A	NA	4413155
18148	GAP_A	NA	4413212
18149	GAP_A	NA	4413404
18150	GAP_A	NA	4413446
18151	GAP_A	NA	4413842
18152	GAP_A	NA	4414036
18153	GAP_A	NA	4414481
18177	GAP_A	NA	4418799
18183	GAP_A	NA	4420890
18184	GAP_B	3619015	NA
18186	GAP_A	NA	4421094
18190	GAP_A	NA	4422066
18192	GAP_A	NA	4423500
18194	GAP_A	NA	4424082
18195	GAP_A	NA	4424187
18196	GAP_A	NA	4424241
18197	GAP_A	NA	4424922
18199	GAP_A	NA	4426006
18200	GAP_A	NA	4426192
18201	GAP_A	NA	4426453
18202	GAP_A	NA	4427027
18203	GAP_A	NA	4427221
18204	GAP_A	NA	4427253
18205	GAP_A	NA	4427539
18251	GAP_A	NA	4433712
18252	GAP_B	3632013	NA
18253	GAP_B	3632337	NA
18258	GAP_A	NA	4435327
18259	GAP_B	3633624	NA
18260	GAP_B	3634238	NA
18263	GAP_B	3636977	NA
18279	GAP_A	NA	4441677
18281	GAP_A	NA	4441959
18295	GAP_B	3643787	NA
18309	GAP_B	3646705	NA
18311	GAP_A	NA	4448461
18315	GAP_A	NA	4450205
18317	GAP_B	3649584	NA
18320	GAP_A	NA	4452011
18321	GAP_A	NA	4452281
18322	GAP_A	NA	4452432
18324	GAP_A	NA	4454606
18325	GAP_A	NA	4455117
18326	GAP_A	NA	4455489
18327	GAP_A	NA	4455507
18328	GAP_A	NA	4455559
18329	GAP_A	NA	4456257
18331	GAP_A	NA	4456896
18333	GAP_A	NA	4457055
18334	GAP_A	NA	4457529
18337	GAP_A	NA	4458063
18338	GAP_A	NA	4458229
18339	GAP_A	NA	4458298
18340	GAP_A	NA	4458309
18341	GAP_A	NA	4458387
18343	GAP_A	NA	4458981
18344	GAP_A	NA	4458995
18345	GAP_A	NA	4459322
18346	GAP_A	NA	4459363
18347	GAP_A	NA	4459527
18348	GAP_A	NA	4460189
18349	GAP_A	NA	4460310
18350	GAP_A	NA	4460340
18351	GAP_B	3653198	NA
18353	GAP_A	NA	4460979
18354	GAP_A	NA	4461018
18355	GAP_A	NA	4461111
18356	GAP_A	NA	4461353
18358	GAP_A	NA	4463284
18359	GAP_A	NA	4463587
18361	GAP_A	NA	4463796
18363	GAP_A	NA	4464523
18364	GAP_A	NA	4464546
18365	GAP_A	NA	4464556
18366	GAP_A	NA	4464669
18394	GAP_A	NA	4471397
18402	GAP_A	NA	4474444
18403	GAP_A	NA	4474784
18404	GAP_B	3665082	NA
18407	GAP_A	NA	4476079
18413	GAP_A	NA	4477052
18417	GAP_A	NA	4477962
18429	GAP_A	NA	4479743
18442	GAP_A	NA	4482911
18469	GAP_A	NA	4489128
18493	GAP_B	3686133	NA
18507	GAP_B	3688998	NA
18556	GAP_B	3700723	NA
18560	GAP_A	NA	4510477
18567	GAP_B	3702559	NA
18570	GAP_B	3703356	NA
18578	GAP_A	NA	4514545
18597	GAP_A	NA	4516551
18598	GAP_A	NA	4516808
18599	GAP_A	NA	4517062
18600	GAP_A	NA	4517807
18601	GAP_A	NA	4518174
18602	GAP_A	NA	4518198
18603	GAP_A	NA	4518232
18604	GAP_A	NA	4520161
18605	GAP_A	NA	4520233
18606	GAP_A	NA	4520555
18607	GAP_A	NA	4521797
18609	GAP_A	NA	4522216
18611	GAP_A	NA	4522733
18613	GAP_A	NA	4522906
18614	GAP_A	NA	4522933
18616	GAP_A	NA	4524006
18619	GAP_A	NA	4524437
18622	GAP_A	NA	4524960
18623	GAP_A	NA	4525162
18624	GAP_B	3709299	NA
18650	GAP_A	NA	4531823
18665	GAP_A	NA	4535145
18666	GAP_A	NA	4535998
18668	GAP_B	3720756	NA
18669	GAP_B	3720868	NA
18671	GAP_B	3721060	NA
18672	GAP_B	3721114	NA
18673	GAP_B	3721632	NA
18674	GAP_B	3721707	NA
18675	GAP_B	3722899	NA
18678	GAP_B	3723847	NA
18685	GAP_A	NA	4539011
18686	GAP_B	3725612	NA
18687	GAP_B	3726800	NA
18690	GAP_A	NA	4541150
18691	GAP_B	3727751	NA
18692	GAP_B	3728069	NA
18713	GAP_A	NA	4549432
18714	GAP_A	NA	4549611
18715	GAP_B	3736033	NA
18728	GAP_A	NA	4553903
18736	GAP_B	3742150	NA
18738	GAP_B	3742653	NA
18740	GAP_B	3742983	NA
18741	GAP_B	3743014	NA
18742	GAP_B	3743038	NA
18743	GAP_B	3743208	NA
18744	GAP_B	3743232	NA
18745	GAP_B	3743436	NA
18747	GAP_B	3744925	NA
18748	GAP_B	3745859	NA
18750	GAP_B	3746317	NA
18751	GAP_B	3746471	NA
18753	GAP_A	NA	4556651
18758	GAP_B	3747047	NA
18759	GAP_B	3747682	NA
18763	GAP_B	3748048	NA
18764	GAP_B	3748088	NA
18766	GAP_A	NA	4558087
18771	GAP_B	3749851	NA
18773	GAP_B	3750528	NA
18778	GAP_A	NA	4561327
18785	GAP_A	NA	4562604
18788	GAP_A	NA	4564817
18789	GAP_A	NA	4564877
18790	GAP_A	NA	4565073
18792	GAP_B	3754695	NA
18794	GAP_B	3756225	NA
18810	GAP_A	NA	4568173
18835	GAP_A	NA	4577981
18836	GAP_B	3768051	NA
18837	GAP_B	3768423	NA
18866	GAP_A	NA	4585260
18870	GAP_A	NA	4585763
18873	GAP_A	NA	4586530
18874	GAP_A	NA	4586841
18875	GAP_A	NA	4587294
18876	GAP_A	NA	4587331
18877	GAP_A	NA	4587498
18878	GAP_A	NA	4587615
18879	GAP_A	NA	4588292
18880	GAP_A	NA	4589154
18881	GAP_A	NA	4589178
18882	GAP_A	NA	4590504
18885	GAP_A	NA	4592578
18886	GAP_A	NA	4592858
18911	GAP_A	NA	4598730
18927	GAP_A	NA	4601210
18939	GAP_A	NA	4604426
18942	GAP_A	NA	4605478
18950	GAP_B	3790900	NA
18952	GAP_B	3791095	NA
18956	GAP_B	3791956	NA
18970	GAP_A	NA	4611655
18973	GAP_A	NA	4612640
18974	GAP_A	NA	4613121
18975	GAP_A	NA	4613617
18976	GAP_A	NA	4614089
18977	GAP_B	3796824	NA
18979	GAP_B	3798116	NA
18981	GAP_B	3799149	NA
18982	GAP_B	3799203	NA
18985	GAP_A	NA	4615585
18987	GAP_B	3800433	NA
18988	GAP_B	3800602	NA
18989	GAP_B	3800944	NA
18992	GAP_B	3801626	NA
18993	GAP_B	3802397	NA
18998	GAP_B	3803434	NA
19000	GAP_B	3803855	NA
19004	GAP_A	NA	4618451
19006	GAP_B	3806194	NA
19021	GAP_B	3809282	NA
19058	GAP_A	NA	4629982
19059	GAP_B	3817139	NA
19060	GAP_B	3817329	NA
19061	GAP_B	3817947	NA
19068	GAP_A	NA	4632920
19072	GAP_A	NA	4633828
19073	GAP_A	NA	4634686
19074	GAP_B	3820983	NA
19079	GAP_B	3823166	NA
19086	GAP_A	NA	4636920
19105	GAP_A	NA	4640024
19128	GAP_A	NA	4645243
19129	GAP_B	3831713	NA
19130	GAP_B	3832404	NA
19131	GAP_B	3832411	NA
19132	GAP_B	3832511	NA
19149	GAP_B	3836304	NA
19151	GAP_A	NA	4650278
19152	GAP_A	NA	4650377
19153	GAP_A	NA	4650611
19154	GAP_A	NA	4650692
19155	GAP_A	NA	4650739
19156	GAP_A	NA	4650823
19158	GAP_A	NA	4652100
19159	GAP_A	NA	4654402
19161	GAP_A	NA	4654923
19162	GAP_A	NA	4655441
19165	GAP_A	NA	4656040
19166	GAP_A	NA	4656846
19167	GAP_A	NA	4656903
19168	GAP_A	NA	4657204
19169	GAP_A	NA	4657242
19170	GAP_A	NA	4657270
19172	GAP_A	NA	4659386
19173	GAP_A	NA	4660019
19174	GAP_A	NA	4660075
19175	GAP_A	NA	4660366
19176	GAP_A	NA	4660631
19178	GAP_A	NA	4662324
19180	GAP_A	NA	4662637
19181	GAP_A	NA	4663013
19182	GAP_A	NA	4663126
19183	GAP_A	NA	4663180
19184	GAP_A	NA	4663262
19185	GAP_A	NA	4663468
19187	GAP_A	NA	4665111
19188	GAP_A	NA	4665278
19190	GAP_A	NA	4666795
19191	GAP_A	NA	4666820
19192	GAP_A	NA	4666936
19193	GAP_A	NA	4667044
19194	GAP_A	NA	4667078
19195	GAP_A	NA	4667407
19196	GAP_A	NA	4667703
19197	GAP_A	NA	4667915
19198	GAP_A	NA	4668019
19201	GAP_A	NA	4668761
19202	GAP_A	NA	4668928
19203	GAP_A	NA	4669745
19204	GAP_A	NA	4669904
19205	GAP_A	NA	4670153
19208	GAP_A	NA	4670458
19209	GAP_A	NA	4671161
19210	GAP_A	NA	4671592
19212	GAP_A	NA	4672292
19213	GAP_A	NA	4672575
19214	GAP_A	NA	4673190
19216	GAP_A	NA	4673643
19217	GAP_A	NA	4674185
19218	GAP_A	NA	4674795
19219	GAP_A	NA	4675029
19221	GAP_A	NA	4675563
19222	GAP_A	NA	4675587
19223	GAP_A	NA	4675804
19224	GAP_A	NA	4676246
19226	GAP_A	NA	4677979
19227	GAP_A	NA	4678557
19228	GAP_A	NA	4679071
19230	GAP_A	NA	4679838
19231	GAP_A	NA	4681087
19232	GAP_A	NA	4681222
19233	GAP_A	NA	4682000
19234	GAP_A	NA	4682204
19235	GAP_A	NA	4682601
19236	GAP_A	NA	4682773
19237	GAP_A	NA	4683496
19238	GAP_A	NA	4683874
19239	GAP_A	NA	4684395
19241	GAP_A	NA	4685294
19242	GAP_A	NA	4685644
19243	GAP_A	NA	4685896
19244	GAP_A	NA	4686176
19246	GAP_A	NA	4686449
19248	GAP_A	NA	4687164
19249	GAP_A	NA	4688263
19250	GAP_A	NA	4688387
19251	GAP_A	NA	4688476
19253	GAP_A	NA	4689820
19254	GAP_A	NA	4689857
19255	GAP_A	NA	4689905
19256	GAP_A	NA	4689984
19258	GAP_A	NA	4690972
19259	GAP_A	NA	4691146
19260	GAP_A	NA	4691319
19261	GAP_A	NA	4691351
19262	GAP_A	NA	4692179
19263	GAP_A	NA	4692712
19266	GAP_A	NA	4693974
19267	GAP_A	NA	4694022
19268	GAP_A	NA	4694157
19269	GAP_A	NA	4694367
19270	GAP_A	NA	4694902
19275	GAP_A	NA	4696609
19280	GAP_A	NA	4698632
19281	GAP_A	NA	4698702
19283	GAP_A	NA	4699490
19284	GAP_A	NA	4700429
19285	GAP_A	NA	4700839
19286	GAP_A	NA	4700887
19287	GAP_A	NA	4700947
19288	GAP_A	NA	4700989
19289	GAP_A	NA	4701517
19291	GAP_A	NA	4702499
19292	GAP_A	NA	4702532
19294	GAP_A	NA	4702973
19295	GAP_A	NA	4703072
19296	GAP_A	NA	4703886
19297	GAP_A	NA	4703932
19298	GAP_A	NA	4704016
19300	GAP_A	NA	4704154
19302	GAP_A	NA	4705500
19303	GAP_A	NA	4705522
19304	GAP_A	NA	4705714
19308	GAP_A	NA	4706835
19309	GAP_A	NA	4707505
19310	GAP_A	NA	4707922
19311	GAP_A	NA	4707937
19314	GAP_A	NA	4708081
19315	GAP_A	NA	4709225
19316	GAP_A	NA	4710205
19333	GAP_B	3855448	NA
19338	GAP_A	NA	4715687
19351	GAP_A	NA	4718549
19353	GAP_A	NA	4718854
19354	GAP_A	NA	4718945
19366	GAP_A	NA	4720880
19367	GAP_A	NA	4720981
19378	GAP_A	NA	4723718
19398	GAP_A	NA	4728046
19399	GAP_B	3868079	NA
19400	GAP_B	3868819	NA
19401	GAP_B	3869419	NA
19405	GAP_B	3869705	NA
19406	GAP_B	3869877	NA
19407	GAP_B	3870721	NA
19408	GAP_B	3870758	NA
19409	GAP_B	3870826	NA
19410	GAP_B	3871001	NA
19411	GAP_B	3871247	NA
19412	GAP_B	3871501	NA
19413	GAP_B	3871523	NA
19415	GAP_B	3872223	NA
19416	GAP_B	3872628	NA
19417	GAP_B	3872764	NA
19418	GAP_B	3872829	NA
19419	GAP_B	3872896	NA
19420	GAP_B	3873077	NA
19421	GAP_B	3873330	NA
19422	GAP_B	3873582	NA
19424	GAP_B	3874439	NA
19425	GAP_B	3874506	NA
19426	GAP_B	3874653	NA
19428	GAP_B	3875109	NA
19429	GAP_B	3875138	NA
19430	GAP_B	3875202	NA
19431	GAP_B	3875304	NA
19475	GAP_A	NA	4739167
19491	GAP_B	3887004	NA
19498	GAP_A	NA	4743029
19499	GAP_A	NA	4744902
19500	GAP_A	NA	4744951
19505	GAP_B	3889098	NA
19508	GAP_A	NA	4747538
19522	GAP_B	3892426	NA
19528	GAP_A	NA	4751012
19531	GAP_B	3894269	NA
19540	GAP_B	3895211	NA
19541	GAP_B	3895339	NA
19542	GAP_B	3895468	NA
19543	GAP_B	3896399	NA
19544	GAP_B	3896510	NA
19545	GAP_B	3896884	NA
19547	GAP_A	NA	4753158
19549	GAP_B	3897720	NA
19551	GAP_B	3898447	NA
19552	GAP_B	3898510	NA
19554	GAP_A	NA	4755042
19556	GAP_B	3899114	NA
19558	GAP_A	NA	4756449
19560	GAP_A	NA	4757458
19562	GAP_A	NA	4758434
19564	GAP_A	NA	4759768
19565	GAP_B	3900145	NA
19566	GAP_B	3900989	NA
19569	GAP_A	NA	4761901
19572	GAP_B	3902407	NA
19576	GAP_B	3902732	NA
19579	GAP_A	NA	4763467
19580	GAP_B	3903379	NA
19584	GAP_B	3903965	NA
19586	GAP_B	3904619	NA
19588	GAP_B	3905261	NA
19596	GAP_B	3907651	NA
19598	GAP_B	3907778	NA
19599	GAP_B	3908424	NA
19603	GAP_A	NA	4766629
19605	GAP_A	NA	4768075
19607	GAP_A	NA	4769038
19608	GAP_A	NA	4770517
19609	GAP_A	NA	4771188
19611	GAP_B	3909870	NA
19614	GAP_A	NA	4771777
19615	GAP_A	NA	4771957
19618	GAP_A	NA	4772347
19620	GAP_A	NA	4772675
19623	GAP_B	3910940	NA
19625	GAP_A	NA	4773642
19639	GAP_A	NA	4777104
19655	GAP_A	NA	4779494
19670	GAP_A	NA	4781495
19718	GAP_B	3925774	NA
19744	GAP_B	3927570	NA
19761	GAP_B	3930322	NA
19799	GAP_A	NA	4801514
19836	GAP_B	3949827	NA
19857	GAP_A	NA	4817542
19865	GAP_A	NA	4818564
19868	GAP_A	NA	4819464
19869	GAP_B	3956551	NA
19879	GAP_A	NA	4820943
19882	GAP_A	NA	4821281
19932	GAP_A	NA	4830986
19961	GAP_A	NA	4835803
19962	GAP_A	NA	4836756
19963	GAP_B	3973412	NA
19968	GAP_A	NA	4838132
19974	GAP_B	3976858	NA
19980	GAP_B	3978316	NA
19985	GAP_B	3979661	NA
19999	GAP_B	3983700	NA
20039	GAP_B	3991212	NA
20051	GAP_A	NA	4856236
20067	GAP_A	NA	4859908
20077	GAP_A	NA	4860946
20080	GAP_A	NA	4861696
20081	GAP_A	NA	4861794
20082	GAP_A	NA	4862841
20083	GAP_A	NA	4863009
20084	GAP_A	NA	4863239
20085	GAP_A	NA	4863466
20086	GAP_B	3999275	NA
20095	GAP_A	NA	4865909
20097	GAP_A	NA	4866718
20098	GAP_A	NA	4866898
20099	GAP_A	NA	4867336
20101	GAP_A	NA	4869120
20114	GAP_A	NA	4872649
20115	GAP_A	NA	4873644
20117	GAP_B	4008220	NA
20118	GAP_B	4008570	NA
20119	GAP_B	4009017	NA
20141	GAP_A	NA	4879318
20142	GAP_B	4014245	NA
20143	GAP_B	4014810	NA
20159	GAP_A	NA	4884942
20161	GAP_B	4019959	NA
20165	GAP_B	4020486	NA
20180	GAP_A	NA	4889713
20184	GAP_A	NA	4890707
20195	GAP_B	4027295	NA
20200	GAP_A	NA	4892711
20207	GAP_A	NA	4894712
20220	GAP_A	NA	4896740
20243	GAP_A	NA	4904616
20257	GAP_A	NA	4907672
20286	GAP_B	4051418	NA
20287	GAP_B	4051433	NA
20296	GAP_B	4052746	NA
20336	GAP_A	NA	4926110
20340	GAP_A	NA	4926548
20341	GAP_B	4061985	NA
20342	GAP_B	4063088	NA
20355	GAP_B	4068106	NA
20360	GAP_A	NA	4934170
20361	GAP_A	NA	4934206
20365	GAP_A	NA	4934857
20367	GAP_A	NA	4935108
20368	GAP_A	NA	4935352
20369	GAP_A	NA	4935586
20375	GAP_A	NA	4936936
20393	GAP_B	4074077	NA
20409	GAP_A	NA	4943614
20410	GAP_A	NA	4944962
20411	GAP_A	NA	4945692
20416	GAP_A	NA	4947255
20417	GAP_B	4079855	NA
20418	GAP_B	4080417	NA
20445	GAP_A	NA	4955644
20450	GAP_A	NA	4956261
20455	GAP_B	4090250	NA
20456	GAP_B	4091058	NA
20459	GAP_A	NA	4958458
20460	GAP_A	NA	4958512
20462	GAP_A	NA	4959462
20468	GAP_A	NA	4960876
20469	GAP_A	NA	4961078
20470	GAP_A	NA	4961339
20471	GAP_A	NA	4961657
20472	GAP_A	NA	4961666
20473	GAP_A	NA	4961714
20479	GAP_A	NA	4963230
20480	GAP_A	NA	4963689
20481	GAP_B	4094230	NA
20484	GAP_A	NA	4964054
20492	GAP_B	4096368	NA
20497	GAP_B	4097933	NA
20519	GAP_A	NA	4972513
20520	GAP_B	4103789	NA
20521	GAP_B	4104104	NA
20522	GAP_B	4104111	NA
20539	GAP_A	NA	4976457
20559	GAP_B	4111066	NA
20575	GAP_A	NA	4983899
20577	GAP_A	NA	4984046
20578	GAP_A	NA	4984496
20579	GAP_B	4115323	NA
20586	GAP_A	NA	4986913
20589	GAP_A	NA	4988249
20590	GAP_A	NA	4988364
20620	GAP_A	NA	4995718
20621	GAP_B	4125462	NA
20622	GAP_B	4125907	NA
20625	GAP_A	NA	4997181
20626	GAP_B	4126925	NA
20628	GAP_A	NA	5001368
20629	GAP_A	NA	5002831
20636	GAP_B	4128748	NA
20642	GAP_A	NA	5005731
20644	GAP_A	NA	5006196
20647	GAP_B	4130899	NA
20649	GAP_A	NA	5006547
20657	GAP_B	4131832	NA
20659	GAP_B	4132105	NA
20668	GAP_A	NA	5009710
20683	GAP_B	4135517	NA
